REF_AREA,Reference area,Measure,Unit of measure,Sex,Age,TIME_PERIOD
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023
OECD_REP,OECD average country,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1970
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1971
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1972
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1973
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1974
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1975
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1976
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1977
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1978
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1979
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1980
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1981
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1982
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1983
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1984
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1985
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1986
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1987
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1988
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1989
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1990
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1991
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1992
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1993
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1994
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1995
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1996
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1997
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1998
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,1999
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2000
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2001
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2002
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2003
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2004
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2005
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2006
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2007
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2008
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2009
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2010
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2011
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2012
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2013
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2014
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2015
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2016
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2017
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2018
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2019
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2020
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2021
OECD_REP,OECD average country,Effective labour market exit age,Years,Female,Not applicable,2022
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022
IDN,Indonesia,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014
IDN,Indonesia,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018
IDN,Indonesia,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020
IDN,Indonesia,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022
MLT,Malta,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
BEL,Belgium,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
DNK,Denmark,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
DNK,Denmark,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
DNK,Denmark,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020
DNK,Denmark,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022
FRA,France,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
FRA,France,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
FRA,France,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
FRA,France,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
FRA,France,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
DEU,Germany,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
DEU,Germany,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
DEU,Germany,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020
DEU,Germany,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022
HUN,Hungary,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
IRL,Ireland,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
IRL,Ireland,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
IRL,Ireland,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020
IRL,Ireland,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1970
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1971
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1972
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1973
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1974
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1975
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1976
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1977
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1978
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1979
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1980
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1981
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1982
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1983
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1984
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1985
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1986
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1987
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1988
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1989
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1990
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1991
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1992
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1993
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1994
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1995
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1996
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1997
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1998
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,1999
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2000
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2001
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2002
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2003
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2004
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2005
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2006
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2007
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2008
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2009
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2010
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2011
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2012
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2013
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2014
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2015
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2016
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2017
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2018
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2019
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2020
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2021
IRL,Ireland,Expected years after labour market exit,Years,Male,Not applicable,2022
JPN,Japan,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1970
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1971
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1972
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1973
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1974
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1975
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1976
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1977
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1978
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1979
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1980
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1981
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1982
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1983
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1984
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1985
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1986
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1987
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1988
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1989
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1990
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1991
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1992
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1993
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1994
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1995
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1996
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1997
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1998
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,1999
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2000
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2001
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2002
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2003
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2004
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2005
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2006
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2007
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2008
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2009
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2010
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2011
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2012
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2013
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2014
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2015
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2016
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2017
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2018
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2019
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2020
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2021
KOR,Korea,Expected years after labour market exit,Years,Male,Not applicable,2022
NLD,Netherlands,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
CHE,Switzerland,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
CHE,Switzerland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
CHE,Switzerland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
CHE,Switzerland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
CHE,Switzerland,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
TUR,Türkiye,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
TUR,Türkiye,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
TUR,Türkiye,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020
TUR,Türkiye,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022
USA,United States,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
LTU,Lithuania,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,1994
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,1995
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,1996
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,1997
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,1998
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,1999
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2000
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2001
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2002
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2003
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2004
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2005
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2006
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2007
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2008
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2009
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2010
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2011
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2012
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2013
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2014
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2015
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2016
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2017
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2018
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2019
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2020
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2021
LVA,Latvia,Expected years after labour market exit,Years,Female,Not applicable,2022
JPN,Japan,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
JPN,Japan,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
JPN,Japan,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
JPN,Japan,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
BRA,Brazil,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
CHN,China (People’s Republic of),Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
EU27,European Union (27 countries),Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
BRA,Brazil,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
BGR,Bulgaria,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014
BGR,Bulgaria,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018
BGR,Bulgaria,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020
BGR,Bulgaria,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022
ARG,Argentina,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014
ARG,Argentina,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018
ARG,Argentina,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020
ARG,Argentina,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022
MLT,Malta,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022
BRA,Brazil,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
EU28,European Union (28 countries),Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
EU28,European Union (28 countries),Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
CHN,China (People’s Republic of),Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2014
CHN,China (People’s Republic of),Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2018
AUS,Australia,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014
AUS,Australia,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018
AUS,Australia,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020
AUS,Australia,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022
BEL,Belgium,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014
BEL,Belgium,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018
BEL,Belgium,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020
BEL,Belgium,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022
BEL,Belgium,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
CZE,Czechia,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014
CZE,Czechia,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018
CZE,Czechia,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020
CZE,Czechia,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022
DNK,Denmark,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1970
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1971
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1972
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1973
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1974
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1975
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1976
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1977
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1978
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1979
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1980
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1981
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1982
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1983
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1984
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1985
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1986
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1987
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1988
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1989
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1990
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1991
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1992
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1993
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1994
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1995
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1996
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1997
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1998
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,1999
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2000
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2001
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2002
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2003
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2004
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2005
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2006
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2007
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2008
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2009
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2010
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2011
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2012
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2013
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2014
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2015
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2016
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2017
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2018
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2019
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2020
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2021
FIN,Finland,Effective labour market exit age,Years,Female,Not applicable,2022
FRA,France,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2014
FRA,France,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2018
FRA,France,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2020
FRA,France,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022
DEU,Germany,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
GRC,Greece,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2014
GRC,Greece,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2018
GRC,Greece,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2020
GRC,Greece,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
GRC,Greece,Effective labour market exit age,Years,Male,Not applicable,1970
