Country Names,REF_AREA,ISO,TIME_PERIOD,Age,% of pop percieved  health,Well-being value,Measure,Unit of measure,65+ values,Mean Exposure to PM2.5 Mg/metere3,POLLUTANT,Total man-made emissions in Tonnes,% of GDP spent on Ed.
Netherlands,NLD,,2001,,,,,,,,NMVOC,308.2014,
Netherlands,NLD,,2002,,,,,,,,NMVOC,292.6492,
Netherlands,NLD,,2003,,,,,,,,NMVOC,285.6469,
Netherlands,NLD,,2004,,,,,,,,NMVOC,266.671,
Netherlands,NLD,,2005,,,,,,,,NMVOC,268.8116,
Netherlands,NLD,,2006,,,,,,,,NMVOC,263.8972,
Netherlands,NLD,,2007,,,,,,,,NMVOC,265.3873,
Netherlands,NLD,,2008,,,,,,,,NMVOC,259.6996,
Netherlands,NLD,,2009,,,,,,,,NMVOC,259.6548,
Netherlands,NLD,,2010,,,,,,,,NMVOC,272.8861,
Netherlands,NLD,,2011,,,,,,,,NMVOC,268.7674,
Netherlands,NLD,,2012,,,,,,,,NMVOC,263.2616,
Netherlands,NLD,,2013,,,,,,,,NMVOC,263.666,
Netherlands,NLD,,2014,,,,,,,,NMVOC,247.8717,
Netherlands,NLD,,2015,,,,,,,,NMVOC,257.1432,
Netherlands,NLD,,2016,,,,,,,,NMVOC,256.2322,
Netherlands,NLD,,2017,,,,,,,,NMVOC,256.8082,
Netherlands,NLD,,2018,,,,,,,,NMVOC,250.6453,
Netherlands,NLD,,2019,,,,,,,,NMVOC,246.4311,
Netherlands,NLD,,2020,,,,,,,,NMVOC,249.1486,
Netherlands,NLD,,2021,,,,,,,,NMVOC,243.3136,
Netherlands,NLD,,2022,,,,,,,,NMVOC,240.7987,
Bulgaria,BGR,,1990,,,,,,,,PM2_5,35.71856,
Bulgaria,BGR,,1991,,,,,,,,PM2_5,35.04224,
Bulgaria,BGR,,1992,,,,,,,,PM2_5,32.79535,
Bulgaria,BGR,,1993,,,,,,,,PM2_5,34.86631,
Bulgaria,BGR,,1994,,,,,,,,PM2_5,31.32552,
Bulgaria,BGR,,1995,,,,,,,,PM2_5,30.06192,
Bulgaria,BGR,,1996,,,,,,,,PM2_5,33.21897,
Bulgaria,BGR,,1997,,,,,,,,PM2_5,31.20919,
Bulgaria,BGR,,1998,,,,,,,,PM2_5,34.99076,
Bulgaria,BGR,,1999,,,,,,,,PM2_5,30.91166,
Bulgaria,BGR,,2000,,,,,,,,PM2_5,35.62134,
Bulgaria,BGR,,2001,,,,,,,,PM2_5,32.46041,
Bulgaria,BGR,,2002,,,,,,,,PM2_5,37.73619,
Bulgaria,BGR,,2003,,,,,,,,PM2_5,40.64682,
Bulgaria,BGR,,2004,,,,,,,,PM2_5,40.37415,
Bulgaria,BGR,,2005,,,,,,,,PM2_5,39.87659,
Bulgaria,BGR,,2006,,,,,,,,PM2_5,40.2146,
Bulgaria,BGR,,2007,,,,,,,,PM2_5,37.63636,
Bulgaria,BGR,,2008,,,,,,,,PM2_5,36.11798,
Bulgaria,BGR,,2009,,,,,,,,PM2_5,33.84091,
Bulgaria,BGR,,2010,,,,,,,,PM2_5,35.44445,
Bulgaria,BGR,,2011,,,,,,,,PM2_5,37.96249,
Bulgaria,BGR,,2012,,,,,,,,PM2_5,36.87378,
Bulgaria,BGR,,2013,,,,,,,,PM2_5,33.85508,
Bulgaria,BGR,,2014,,,,,,,,PM2_5,32.6734,
Bulgaria,BGR,,2015,,,,,,,,PM2_5,32.32059,
Bulgaria,BGR,,2016,,,,,,,,PM2_5,30.77637,
Bulgaria,BGR,,2017,,,,,,,,PM2_5,30.13244,
Bulgaria,BGR,,2018,,,,,,,,PM2_5,29.2293,
Bulgaria,BGR,,2019,,,,,,,,PM2_5,28.37348,
Bulgaria,BGR,,2020,,,,,,,,PM2_5,30.39931,
Bulgaria,BGR,,2021,,,,,,,,PM2_5,29.92297,
Bulgaria,BGR,,2022,,,,,,,,PM2_5,27.98861,
Croatia,HRV,,1990,,,,,,,,CO,563.9268,
Croatia,HRV,,1991,,,,,,,,CO,492.3675,
Croatia,HRV,,1992,,,,,,,,CO,404.6216,
Croatia,HRV,,1993,,,,,,,,CO,429.682,
Croatia,HRV,,1994,,,,,,,,CO,422.7936,
Croatia,HRV,,1995,,,,,,,,CO,445.4823,
Croatia,HRV,,1996,,,,,,,,CO,473.4554,
Croatia,HRV,,1997,,,,,,,,CO,455.051,
Croatia,HRV,,1998,,,,,,,,CO,466.6976,
Croatia,HRV,,1999,,,,,,,,CO,471.2778,
Croatia,HRV,,2000,,,,,,,,CO,465.598,
Croatia,HRV,,2001,,,,,,,,CO,448.4367,
Croatia,HRV,,2002,,,,,,,,CO,428.4395,
Croatia,HRV,,2003,,,,,,,,CO,447.027,
Croatia,HRV,,2004,,,,,,,,CO,426.9996,
Croatia,HRV,,2005,,,,,,,,CO,422.39,
Croatia,HRV,,2006,,,,,,,,CO,407.7935,
Croatia,HRV,,2007,,,,,,,,CO,394.0887,
Croatia,HRV,,2008,,,,,,,,CO,349.3672,
Croatia,HRV,,2009,,,,,,,,CO,344.2708,
Croatia,HRV,,2010,,,,,,,,CO,333.6453,
Croatia,HRV,,2011,,,,,,,,CO,309.0988,
Croatia,HRV,,2012,,,,,,,,CO,293.5988,
Croatia,HRV,,2013,,,,,,,,CO,282.8955,
Croatia,HRV,,2014,,,,,,,,CO,250.0704,
Croatia,HRV,,2015,,,,,,,,CO,270.4577,
Croatia,HRV,,2016,,,,,,,,CO,260.2199,
Croatia,HRV,,2017,,,,,,,,CO,253.8752,
Croatia,HRV,,2018,,,,,,,,CO,233.1085,
Croatia,HRV,,2019,,,,,,,,CO,218.8623,
Croatia,HRV,,2020,,,,,,,,CO,214.4921,
Croatia,HRV,,2021,,,,,,,,CO,227.7312,
Croatia,HRV,,2022,,,,,,,,CO,206.4327,
Japan,JPN,,1990,,,,,,,,NOX,1961.356,
Japan,JPN,,1991,,,,,,,,NOX,2011.696,
Japan,JPN,,1992,,,,,,,,NOX,1984.613,
Japan,JPN,,1993,,,,,,,,NOX,1967.227,
Japan,JPN,,1994,,,,,,,,NOX,2005.325,
Japan,JPN,,1995,,,,,,,,NOX,2060.599,
Japan,JPN,,1996,,,,,,,,NOX,2056.481,
Japan,JPN,,1997,,,,,,,,NOX,2080.735,
Japan,JPN,,1998,,,,,,,,NOX,1984.402,
Japan,JPN,,1999,,,,,,,,NOX,2023.539,
Japan,JPN,,2000,,,,,,,,NOX,2036.18,
Japan,JPN,,2001,,,,,,,,NOX,2014.503,
Japan,JPN,,2002,,,,,,,,NOX,2062.558,
Japan,JPN,,2003,,,,,,,,NOX,2043.939,
Japan,JPN,,2004,,,,,,,,NOX,1980.619,
Japan,JPN,,2005,,,,,,,,NOX,1959.27,
Japan,JPN,,2006,,,,,,,,NOX,1886.73,
Japan,JPN,,2007,,,,,,,,NOX,1804.077,
Japan,JPN,,2008,,,,,,,,NOX,1670.885,
Japan,JPN,,2009,,,,,,,,NOX,1580.616,
Japan,JPN,,2010,,,,,,,,NOX,1585.699,
Japan,JPN,,2011,,,,,,,,NOX,1525.538,
Japan,JPN,,2012,,,,,,,,NOX,1478.503,
Japan,JPN,,2013,,,,,,,,NOX,1420.514,
Japan,JPN,,2014,,,,,,,,NOX,1366.182,
Japan,JPN,,2015,,,,,,,,NOX,1310.871,
Japan,JPN,,2016,,,,,,,,NOX,1410.116,
Japan,JPN,,2017,,,,,,,,NOX,1326.668,
Japan,JPN,,2018,,,,,,,,NOX,1243.27,
Japan,JPN,,2019,,,,,,,,NOX,1162.399,
Japan,JPN,,2020,,,,,,,,NOX,1038.489,
Japan,JPN,,2021,,,,,,,,NOX,1044.22,
Poland,POL,,1990,,,,,,,,SOX,2687.443,
Poland,POL,,1991,,,,,,,,SOX,2617.987,
Poland,POL,,1992,,,,,,,,SOX,2311.135,
Poland,POL,,1993,,,,,,,,SOX,2260.514,
Poland,POL,,1994,,,,,,,,SOX,2148.148,
Poland,POL,,1995,,,,,,,,SOX,2079.076,
Poland,POL,,1996,,,,,,,,SOX,2112.716,
Poland,POL,,1997,,,,,,,,SOX,1903.673,
Poland,POL,,1998,,,,,,,,SOX,1704.277,
Poland,POL,,1999,,,,,,,,SOX,1515.179,
Poland,POL,,2000,,,,,,,,SOX,1298.249,
Poland,POL,,2001,,,,,,,,SOX,1253.915,
Poland,POL,,2002,,,,,,,,SOX,1184.913,
Poland,POL,,2003,,,,,,,,SOX,1143.877,
Poland,POL,,2004,,,,,,,,SOX,1124.676,
Poland,POL,,2005,,,,,,,,SOX,1106.557,
Poland,POL,,2006,,,,,,,,SOX,1175.219,
Poland,POL,,2007,,,,,,,,SOX,1086.391,
Poland,POL,,2008,,,,,,,,SOX,854.0059,
Poland,POL,,2009,,,,,,,,SOX,735.1279,
Poland,POL,,2010,,,,,,,,SOX,806.282,
Poland,POL,,2011,,,,,,,,SOX,750.235,
Poland,POL,,2012,,,,,,,,SOX,718.6945,
Poland,POL,,2013,,,,,,,,SOX,675.7558,
Poland,POL,,2014,,,,,,,,SOX,630.0338,
Poland,POL,,2015,,,,,,,,SOX,615.9275,
Poland,POL,,2016,,,,,,,,SOX,492.1685,
Poland,POL,,2017,,,,,,,,SOX,479.1224,
Poland,POL,,2018,,,,,,,,SOX,454.8788,
Poland,POL,,2019,,,,,,,,SOX,372.1994,
Poland,POL,,2020,,,,,,,,SOX,360.3649,
Poland,POL,,2021,,,,,,,,SOX,366.1402,
Poland,POL,,2022,,,,,,,,SOX,319.8148,
Lithuania,LTU,,1990,,,,,,,,NH3,82.14243,
Lithuania,LTU,,1991,,,,,,,,NH3,82.37495,
Lithuania,LTU,,1992,,,,,,,,NH3,56.9489,
Lithuania,LTU,,1993,,,,,,,,NH3,43.48961,
Lithuania,LTU,,1994,,,,,,,,NH3,39.25169,
Lithuania,LTU,,1995,,,,,,,,NH3,37.32692,
Lithuania,LTU,,1996,,,,,,,,NH3,39.57827,
Lithuania,LTU,,1997,,,,,,,,NH3,39.54519,
Lithuania,LTU,,1998,,,,,,,,NH3,38.53506,
Lithuania,LTU,,1999,,,,,,,,NH3,36.47657,
Lithuania,LTU,,2000,,,,,,,,NH3,34.92244,
Lithuania,LTU,,2001,,,,,,,,NH3,34.88426,
Lithuania,LTU,,2002,,,,,,,,NH3,37.2982,
Lithuania,LTU,,2003,,,,,,,,NH3,38.53777,
Lithuania,LTU,,2004,,,,,,,,NH3,39.48977,
Lithuania,LTU,,2005,,,,,,,,NH3,36.43636,
Lithuania,LTU,,2006,,,,,,,,NH3,38.43012,
Lithuania,LTU,,2007,,,,,,,,NH3,39.7977,
Lithuania,LTU,,2008,,,,,,,,NH3,37.70425,
Lithuania,LTU,,2009,,,,,,,,NH3,39.65986,
Lithuania,LTU,,2010,,,,,,,,NH3,38.27377,
Lithuania,LTU,,2011,,,,,,,,NH3,37.86175,
Lithuania,LTU,,2012,,,,,,,,NH3,37.69321,
Lithuania,LTU,,2013,,,,,,,,NH3,37.75573,
Lithuania,LTU,,2014,,,,,,,,NH3,40.81292,
Lithuania,LTU,,2015,,,,,,,,NH3,39.90592,
Lithuania,LTU,,2016,,,,,,,,NH3,39.35679,
Lithuania,LTU,,2017,,,,,,,,NH3,39.11455,
Lithuania,LTU,,2018,,,,,,,,NH3,38.52255,
Lithuania,LTU,,2019,,,,,,,,NH3,38.78717,
Lithuania,LTU,,2020,,,,,,,,NH3,38.69973,
Lithuania,LTU,,2021,,,,,,,,NH3,40.27223,
Lithuania,LTU,,2022,,,,,,,,NH3,36.23982,
Georgia,GEO,,1990,,,,,,,,SOX,104.9995,
Georgia,GEO,,1991,,,,,,,,SOX,71.03396,
Georgia,GEO,,1992,,,,,,,,SOX,45.28915,
Georgia,GEO,,1993,,,,,,,,SOX,32.28939,
Georgia,GEO,,1994,,,,,,,,SOX,28.33742,
Georgia,GEO,,1995,,,,,,,,SOX,31.89672,
Georgia,GEO,,1996,,,,,,,,SOX,10.85062,
Georgia,GEO,,1997,,,,,,,,SOX,8.512868,
Georgia,GEO,,1998,,,,,,,,SOX,8.039973,
Georgia,GEO,,1999,,,,,,,,SOX,6.579461,
Georgia,GEO,,2000,,,,,,,,SOX,5.200284,
Georgia,GEO,,2001,,,,,,,,SOX,1.700858,
Georgia,GEO,,2002,,,,,,,,SOX,1.66607,
Georgia,GEO,,2003,,,,,,,,SOX,1.75074,
Georgia,GEO,,2004,,,,,,,,SOX,1.871988,
Georgia,GEO,,2005,,,,,,,,SOX,2.02733,
Georgia,GEO,,2006,,,,,,,,SOX,1.397471,
Georgia,GEO,,2007,,,,,,,,SOX,1.886116,
Georgia,GEO,,2008,,,,,,,,SOX,2.149917,
Georgia,GEO,,2009,,,,,,,,SOX,2.769991,
Georgia,GEO,,2010,,,,,,,,SOX,1.764098,
Georgia,GEO,,2011,,,,,,,,SOX,2.318718,
Georgia,GEO,,2012,,,,,,,,SOX,2.717225,
Georgia,GEO,,2013,,,,,,,,SOX,5.505958,
Georgia,GEO,,2014,,,,,,,,SOX,5.230115,
Georgia,GEO,,2015,,,,,,,,SOX,4.984133,
Georgia,GEO,,2016,,,,,,,,SOX,5.389995,
Georgia,GEO,,2017,,,,,,,,SOX,5.883415,
Georgia,GEO,,2018,,,,,,,,SOX,5.556513,
Georgia,GEO,,2019,,,,,,,,SOX,5.024252,
Georgia,GEO,,2020,,,,,,,,SOX,4.496243,
Georgia,GEO,,2021,,,,,,,,SOX,5.934983,
Georgia,GEO,,2022,,,,,,,,SOX,5.5103,
Germany,DEU,,1990,,,,,,,,NOX,2838.61,
Germany,DEU,,1991,,,,,,,,NOX,2611.003,
Germany,DEU,,1992,,,,,,,,NOX,2455.364,
Germany,DEU,,1993,,,,,,,,NOX,2352.224,
Germany,DEU,,1994,,,,,,,,NOX,2222.228,
Germany,DEU,,1995,,,,,,,,NOX,2161.853,
Germany,DEU,,1996,,,,,,,,NOX,2078.178,
Germany,DEU,,1997,,,,,,,,NOX,2002.833,
Germany,DEU,,1998,,,,,,,,NOX,1973.245,
Germany,DEU,,1999,,,,,,,,NOX,1937.195,
Germany,DEU,,2000,,,,,,,,NOX,1859.588,
Germany,DEU,,2001,,,,,,,,NOX,1804.946,
Germany,DEU,,2002,,,,,,,,NOX,1746.228,
Germany,DEU,,2003,,,,,,,,NOX,1672.987,
Germany,DEU,,2004,,,,,,,,NOX,1610.414,
Germany,DEU,,2005,,,,,,,,NOX,1591.532,
Germany,DEU,,2006,,,,,,,,NOX,1660.962,
Germany,DEU,,2007,,,,,,,,NOX,1582.144,
Germany,DEU,,2008,,,,,,,,NOX,1556.615,
Germany,DEU,,2009,,,,,,,,NOX,1436.053,
Germany,DEU,,2010,,,,,,,,NOX,1447.165,
Germany,DEU,,2011,,,,,,,,NOX,1424.249,
Germany,DEU,,2012,,,,,,,,NOX,1425.356,
Germany,DEU,,2013,,,,,,,,NOX,1424.257,
Germany,DEU,,2014,,,,,,,,NOX,1380.089,
Germany,DEU,,2015,,,,,,,,NOX,1365.398,
Germany,DEU,,2016,,,,,,,,NOX,1325.096,
Germany,DEU,,2017,,,,,,,,NOX,1267.356,
Germany,DEU,,2018,,,,,,,,NOX,1196.49,
Germany,DEU,,2019,,,,,,,,NOX,1105.653,
Germany,DEU,,2020,,,,,,,,NOX,977.814,
Germany,DEU,,2021,,,,,,,,NOX,959.565,
Germany,DEU,,2022,,,,,,,,NOX,933.6926,
Poland,POL,,1990,,,,,,,,PM10,787.1193,
Poland,POL,,1991,,,,,,,,PM10,761.0169,
Poland,POL,,1992,,,,,,,,PM10,691.8088,
Poland,POL,,1993,,,,,,,,PM10,766.4089,
Poland,POL,,1994,,,,,,,,PM10,689.8726,
Poland,POL,,1995,,,,,,,,PM10,656.4871,
Poland,POL,,1996,,,,,,,,PM10,648.1868,
Poland,POL,,1997,,,,,,,,PM10,577.2612,
Poland,POL,,1998,,,,,,,,PM10,502.243,
Poland,POL,,1999,,,,,,,,PM10,484.028,
Poland,POL,,2000,,,,,,,,PM10,419.555,
Poland,POL,,2001,,,,,,,,PM10,431.0832,
Poland,POL,,2002,,,,,,,,PM10,434.7184,
Poland,POL,,2003,,,,,,,,PM10,424.3508,
Poland,POL,,2004,,,,,,,,PM10,430.5721,
Poland,POL,,2005,,,,,,,,PM10,445.4799,
Poland,POL,,2006,,,,,,,,PM10,475.865,
Poland,POL,,2007,,,,,,,,PM10,449.8964,
Poland,POL,,2008,,,,,,,,PM10,455.3866,
Poland,POL,,2009,,,,,,,,PM10,448.8329,
Poland,POL,,2010,,,,,,,,PM10,481.6896,
Poland,POL,,2011,,,,,,,,PM10,455.3549,
Poland,POL,,2012,,,,,,,,PM10,462.0418,
Poland,POL,,2013,,,,,,,,PM10,441.8839,
Poland,POL,,2014,,,,,,,,PM10,409.7889,
Poland,POL,,2015,,,,,,,,PM10,401.3763,
Poland,POL,,2016,,,,,,,,PM10,413.0294,
Poland,POL,,2017,,,,,,,,PM10,408.1729,
Poland,POL,,2018,,,,,,,,PM10,482.511,
Poland,POL,,2019,,,,,,,,PM10,428.514,
Poland,POL,,2020,,,,,,,,PM10,403.8869,
Poland,POL,,2021,,,,,,,,PM10,397.507,
Poland,POL,,2022,,,,,,,,PM10,353.7398,
Cyprus,CYP,,1990,,,,,,,,CO,44.7169,
Cyprus,CYP,,1991,,,,,,,,CO,43.31342,
Cyprus,CYP,,1992,,,,,,,,CO,42.27951,
Cyprus,CYP,,1993,,,,,,,,CO,40.39515,
Cyprus,CYP,,1994,,,,,,,,CO,40.70733,
Cyprus,CYP,,1995,,,,,,,,CO,38.97987,
Cyprus,CYP,,1996,,,,,,,,CO,37.63958,
Cyprus,CYP,,1997,,,,,,,,CO,36.10964,
Cyprus,CYP,,1998,,,,,,,,CO,34.04112,
Cyprus,CYP,,1999,,,,,,,,CO,32.19445,
Cyprus,CYP,,2000,,,,,,,,CO,29.53701,
Cyprus,CYP,,2001,,,,,,,,CO,28.17183,
Cyprus,CYP,,2002,,,,,,,,CO,26.59397,
Cyprus,CYP,,2003,,,,,,,,CO,26.05704,
Cyprus,CYP,,2004,,,,,,,,CO,24.81599,
Cyprus,CYP,,2005,,,,,,,,CO,23.50543,
Cyprus,CYP,,2006,,,,,,,,CO,21.41124,
Cyprus,CYP,,2007,,,,,,,,CO,17.89942,
Cyprus,CYP,,2008,,,,,,,,CO,15.65857,
Cyprus,CYP,,2009,,,,,,,,CO,14.29058,
Cyprus,CYP,,2010,,,,,,,,CO,13.61327,
Cyprus,CYP,,2011,,,,,,,,CO,12.49486,
Cyprus,CYP,,2012,,,,,,,,CO,12.24497,
Cyprus,CYP,,2013,,,,,,,,CO,11.34948,
Cyprus,CYP,,2014,,,,,,,,CO,11.60045,
Cyprus,CYP,,2015,,,,,,,,CO,11.16252,
Cyprus,CYP,,2016,,,,,,,,CO,11.13176,
Cyprus,CYP,,2017,,,,,,,,CO,10.78268,
Cyprus,CYP,,2018,,,,,,,,CO,10.06601,
Cyprus,CYP,,2019,,,,,,,,CO,9.831092,
Cyprus,CYP,,2020,,,,,,,,CO,8.728725,
Cyprus,CYP,,2021,,,,,,,,CO,9.008124,
Cyprus,CYP,,2022,,,,,,,,CO,8.951552,
Estonia,EST,,2000,,,,,,,,PM10,26.59651,
Estonia,EST,,2001,,,,,,,,PM10,25.69262,
Estonia,EST,,2002,,,,,,,,PM10,22.40928,
Estonia,EST,,2003,,,,,,,,PM10,19.45945,
Estonia,EST,,2004,,,,,,,,PM10,18.07272,
Estonia,EST,,2005,,,,,,,,PM10,16.61215,
Estonia,EST,,2006,,,,,,,,PM10,14.25031,
Estonia,EST,,2007,,,,,,,,PM10,21.81161,
Estonia,EST,,2008,,,,,,,,PM10,13.89794,
Estonia,EST,,2009,,,,,,,,PM10,13.768,
Estonia,EST,,2010,,,,,,,,PM10,21.47488,
Estonia,EST,,2011,,,,,,,,PM10,33.81237,
Estonia,EST,,2012,,,,,,,,PM10,14.69742,
Estonia,EST,,2013,,,,,,,,PM10,19.61358,
Estonia,EST,,2014,,,,,,,,PM10,16.55474,
Estonia,EST,,2015,,,,,,,,PM10,13.78129,
Estonia,EST,,2016,,,,,,,,PM10,12.10666,
Estonia,EST,,2017,,,,,,,,PM10,12.51916,
Estonia,EST,,2018,,,,,,,,PM10,12.11527,
Estonia,EST,,2019,,,,,,,,PM10,10.19065,
Estonia,EST,,2020,,,,,,,,PM10,10.4396,
Estonia,EST,,2021,,,,,,,,PM10,10.17573,
Estonia,EST,,2022,,,,,,,,PM10,9.014377,
Ireland,IRL,,1990,,,,,,,,PM10,37.71249,
Ireland,IRL,,1991,,,,,,,,PM10,37.47082,
Ireland,IRL,,1992,,,,,,,,PM10,34.31952,
Ireland,IRL,,1993,,,,,,,,PM10,33.68658,
Ireland,IRL,,1994,,,,,,,,PM10,31.60967,
Ireland,IRL,,1995,,,,,,,,PM10,29.81556,
Ireland,IRL,,1996,,,,,,,,PM10,31.53844,
Ireland,IRL,,1997,,,,,,,,PM10,30.8936,
Ireland,IRL,,1998,,,,,,,,PM10,32.99819,
Ireland,IRL,,1999,,,,,,,,PM10,30.75047,
Ireland,IRL,,2000,,,,,,,,PM10,32.21161,
Ireland,IRL,,2001,,,,,,,,PM10,33.34534,
Ireland,IRL,,2002,,,,,,,,PM10,32.35126,
Ireland,IRL,,2003,,,,,,,,PM10,33.72027,
Ireland,IRL,,2004,,,,,,,,PM10,34.71648,
Ireland,IRL,,2005,,,,,,,,PM10,35.66772,
Ireland,IRL,,2006,,,,,,,,PM10,36.09566,
Ireland,IRL,,2007,,,,,,,,PM10,35.55077,
Ireland,IRL,,2008,,,,,,,,PM10,32.91344,
Ireland,IRL,,2009,,,,,,,,PM10,31.33805,
Ireland,IRL,,2010,,,,,,,,PM10,28.82877,
Ireland,IRL,,2011,,,,,,,,PM10,22.33632,
Ireland,IRL,,2012,,,,,,,,PM10,22.68483,
Ireland,IRL,,2013,,,,,,,,PM10,23.03452,
Ireland,IRL,,2014,,,,,,,,PM10,22.52102,
Ireland,IRL,,2015,,,,,,,,PM10,23.43231,
Ireland,IRL,,2016,,,,,,,,PM10,23.60984,
Ireland,IRL,,2017,,,,,,,,PM10,23.37731,
Ireland,IRL,,2018,,,,,,,,PM10,23.14686,
Ireland,IRL,,2019,,,,,,,,PM10,22.79086,
Ireland,IRL,,2020,,,,,,,,PM10,22.34351,
Ireland,IRL,,2021,,,,,,,,PM10,22.41482,
Ireland,IRL,,2022,,,,,,,,PM10,21.02054,
Ukraine,UKR,,1990,,,,,,,,CO,446.7624,
Ukraine,UKR,,1991,,,,,,,,CO,430.3179,
Ukraine,UKR,,1992,,,,,,,,CO,518.6844,
Ukraine,UKR,,1993,,,,,,,,CO,495.6708,
Ukraine,UKR,,1994,,,,,,,,CO,436.0995,
Ukraine,UKR,,1995,,,,,,,,CO,453.422,
Ukraine,UKR,,1996,,,,,,,,CO,338.884,
Ukraine,UKR,,1997,,,,,,,,CO,383.1693,
Ukraine,UKR,,1998,,,,,,,,CO,239.8717,
Ukraine,UKR,,1999,,,,,,,,CO,235.6152,
Ukraine,UKR,,2000,,,,,,,,CO,214.7063,
Ukraine,UKR,,2001,,,,,,,,CO,241.0338,
Ukraine,UKR,,2002,,,,,,,,CO,241.6049,
Ukraine,UKR,,2003,,,,,,,,CO,206.7971,
Ukraine,UKR,,2004,,,,,,,,CO,1515.739,
Ukraine,UKR,,2005,,,,,,,,CO,1931.939,
Ukraine,UKR,,2006,,,,,,,,CO,2011.373,
Ukraine,UKR,,2007,,,,,,,,CO,2072.533,
Ukraine,UKR,,2008,,,,,,,,CO,1870.484,
Ukraine,UKR,,2009,,,,,,,,CO,1560.497,
Ukraine,UKR,,2010,,,,,,,,CO,1726.744,
Ukraine,UKR,,2011,,,,,,,,CO,1742.712,
Ukraine,UKR,,2012,,,,,,,,CO,1709.724,
Ukraine,UKR,,2013,,,,,,,,CO,1667.934,
Ukraine,UKR,,2014,,,,,,,,CO,1477.188,
Ukraine,UKR,,2015,,,,,,,,CO,1349.035,
Ukraine,UKR,,2016,,,,,,,,CO,1442.811,
Ukraine,UKR,,2017,,,,,,,,CO,1346.247,
Ukraine,UKR,,2018,,,,,,,,CO,1366.64,
Ukraine,UKR,,2019,,,,,,,,CO,1591.293,
Ukraine,UKR,,2020,,,,,,,,CO,1498.425,
Ukraine,UKR,,2021,,,,,,,,CO,992.9719,
Ukraine,UKR,,2022,,,,,,,,CO,468.98,
Hungary,HUN,,1990,,,,,,,,CO,1415.372,
Hungary,HUN,,1991,,,,,,,,CO,1331.222,
Hungary,HUN,,1992,,,,,,,,CO,1056.094,
Hungary,HUN,,1993,,,,,,,,CO,1098.548,
Hungary,HUN,,1994,,,,,,,,CO,1010.437,
Hungary,HUN,,1995,,,,,,,,CO,981.1517,
Hungary,HUN,,1996,,,,,,,,CO,955.3359,
Hungary,HUN,,1997,,,,,,,,CO,902.494,
Hungary,HUN,,1998,,,,,,,,CO,835.399,
Hungary,HUN,,1999,,,,,,,,CO,820.8002,
Hungary,HUN,,2000,,,,,,,,CO,856.4287,
Hungary,HUN,,2001,,,,,,,,CO,864.4154,
Hungary,HUN,,2002,,,,,,,,CO,715.5796,
Hungary,HUN,,2003,,,,,,,,CO,841.4197,
Hungary,HUN,,2004,,,,,,,,CO,772.9585,
Hungary,HUN,,2005,,,,,,,,CO,697.7534,
Hungary,HUN,,2006,,,,,,,,CO,606.5549,
Hungary,HUN,,2007,,,,,,,,CO,564.9724,
Hungary,HUN,,2008,,,,,,,,CO,502.4794,
Hungary,HUN,,2009,,,,,,,,CO,544.8337,
Hungary,HUN,,2010,,,,,,,,CO,546.0333,
Hungary,HUN,,2011,,,,,,,,CO,556.6136,
Hungary,HUN,,2012,,,,,,,,CO,572.3558,
Hungary,HUN,,2013,,,,,,,,CO,554.8395,
Hungary,HUN,,2014,,,,,,,,CO,474.8714,
Hungary,HUN,,2015,,,,,,,,CO,459.9409,
Hungary,HUN,,2016,,,,,,,,CO,444.716,
Hungary,HUN,,2017,,,,,,,,CO,433.2916,
Hungary,HUN,,2018,,,,,,,,CO,371.1572,
Hungary,HUN,,2019,,,,,,,,CO,352.1776,
Hungary,HUN,,2020,,,,,,,,CO,334.1682,
Hungary,HUN,,2021,,,,,,,,CO,336.5576,
Hungary,HUN,,2022,,,,,,,,CO,326.7399,
Austria,AUT,,1990,,,,,,,,CO,1247.366,
Austria,AUT,,1991,,,,,,,,CO,1255.369,
Austria,AUT,,1992,,,,,,,,CO,1200.444,
Austria,AUT,,1993,,,,,,,,CO,1139.749,
Austria,AUT,,1994,,,,,,,,CO,1074.961,
Austria,AUT,,1995,,,,,,,,CO,971.7775,
Austria,AUT,,1996,,,,,,,,CO,966.9631,
Austria,AUT,,1997,,,,,,,,CO,892.9788,
Austria,AUT,,1998,,,,,,,,CO,847.7153,
Austria,AUT,,1999,,,,,,,,CO,731.4514,
Austria,AUT,,2000,,,,,,,,CO,726.1851,
Austria,AUT,,2001,,,,,,,,CO,697.1451,
Austria,AUT,,2002,,,,,,,,CO,664.2481,
Austria,AUT,,2003,,,,,,,,CO,665.8281,
Austria,AUT,,2004,,,,,,,,CO,647.6245,
Austria,AUT,,2005,,,,,,,,CO,623.3313,
Austria,AUT,,2006,,,,,,,,CO,623.1282,
Austria,AUT,,2007,,,,,,,,CO,600.1383,
Austria,AUT,,2008,,,,,,,,CO,581.651,
Austria,AUT,,2009,,,,,,,,CO,561.6191,
Austria,AUT,,2010,,,,,,,,CO,577.4697,
Austria,AUT,,2011,,,,,,,,CO,560.3472,
Austria,AUT,,2012,,,,,,,,CO,559.9212,
Austria,AUT,,2013,,,,,,,,CO,563.661,
Austria,AUT,,2014,,,,,,,,CO,528.4927,
Austria,AUT,,2015,,,,,,,,CO,539.1637,
Austria,AUT,,2016,,,,,,,,CO,534.4286,
