REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,85.5
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,88.7
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,87.3
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,87.4
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,90.6
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,90.6
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,92.8
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91.4
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,92.6
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.3
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,88.5
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,87.9
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,91.9
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.1
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.2
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,90.9
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,89.7
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,64
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,66.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,70.7
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,67
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,70.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,70
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,70.9
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,73.3
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,73
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,70.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,70.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,71
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2000,60.6
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,61.6
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,63.5
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,68.6
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,67.6
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,71.4
CHL,Chile,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2021,56.3
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,89.7
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,85.6
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,85.9
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,87.9
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,87.5
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,88.2
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,92.3
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,92.7
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,92.5
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.7
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.7
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,94.4
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,94.4
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,94.8
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,95.2
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.1
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95.4
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,95.4
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,97.7
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,96
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.3
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.5
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,95.6
ITA,Italy,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,96
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2000,57.1
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,64.9
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,68
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,70.2
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,69.3
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,78.2
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,80.2
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,79.9
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,81.9
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,83.8
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.3
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,85
HUN,Hungary,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,83.1
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,87.2
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,88.5
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,87.8
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,88.1
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,85.4
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,84
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,85
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,83.3
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,84.2
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.2
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,83.7
AUT,Austria,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,84.3
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,89.2
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,91.1
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,90.3
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,90.4
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,91.8
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,92.2
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,93
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,92.2
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,93.6
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,94
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,94.3
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,93.1
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,95.4
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,93.6
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,94.6
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,88.6
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2018,89.1
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2019,89.3
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2020,90.1
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2021,86.9
ISR,Israel,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,87.3
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,95
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,93.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,94.2
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,96.3
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,94.7
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.5
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,93.3
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,94
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,92.3
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,92.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,89.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,92.6
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,89.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,89.4
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,88
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,88.2
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,90.1
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,91.5
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,92.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91.8
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,90.5
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,88.4
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,91.9
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,87.8
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,88.7
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,89.4
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,88.9
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,88.6
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,87.5
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,87.1
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,88
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,86.4
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,85.7
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,85.1
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,85.4
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1998,92.8
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,93.8
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,90.7
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,89.6
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,91.1
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,92.6
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,92.3
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,90.4
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,90.2
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,91
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,89.5
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,90.3
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,89.8
IRL,Ireland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,89.4
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1986,48.1
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,57.2
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,49.3
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,45.8
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1999,46.1
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,48.6
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,52.1
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,60.9
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,53.3
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,51.3
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,56.3
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2016,54.4
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2018,58.5
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2020,61.1
KOR,Korea,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,64.9
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,94
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,95.1
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,94.7
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,95
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,94.2
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,93.3
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.6
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,92
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,94
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,92.3
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,93.6
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,93.3
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,91.7
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,90.6
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,92.7
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,94
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,92.3
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91
AUT,Austria,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,89.3
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,70.8
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,74.6
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,75
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,75.8
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,78.8
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,78.9
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,79.2
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,82.2
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.8
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,84.3
SVN,Slovenia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,83.6
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,82.7
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,83.4
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,84.7
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,85.6
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,84.8
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,83.5
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,81.9
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,82
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,82.1
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,81
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,81.9
FRA,France,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,81.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,70.6
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,73.3
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,75.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,82.3
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,84.1
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,84.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,83.7
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,86.4
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,86.1
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,87.5
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,86.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2003,85.1
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,83.6
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,85.3
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,86.8
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,84.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,85.1
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,84.7
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,86.8
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,83.2
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,83.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,82.9
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,84
LUX,Luxembourg,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,82.6
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,87.8
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,89.6
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,91.1
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,87.9
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,90
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,90.7
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,90.5
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,90.5
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2017,90.4
AUS,Australia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2022,90.3
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,88.5
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,91.1
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,91.3
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,90.8
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,93.3
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,93.2
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,90.9
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,91.9
AUS,Australia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,92.8
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,87.7
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,93.2
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,88
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,90.4
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,89.9
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,89.1
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,88.6
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,89.3
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,88.3
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,87.2
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,85.8
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,87.1
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,86.4
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,83.3
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,86.4
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.2
ISL,Iceland,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,81.7
